Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"21/10/2020","3 WINDMILL COURT, PORTERSTOWN, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","30 THE COURTYARD, FORTFIELD SQUARE, COLLEGE DRIVE","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","32 AIDEEN AVE, TERENURE, DUBLIN 6W","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","32 CHESTERFIELD, RIVERPARK APTS, CONYNGHAM RD DUBLIN 8","Dublin 8","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","324C KILDARE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","33 Killart, Clonkeen Road, Cabinteely","","Dublin","€414,096.91","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","33 RIDGE HALL, BALLYBRACK, DUBLIN","","Dublin","€356,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","35 RAMLEH HALL, CONVENT AVE, MOUNT ST ANNES DUBLIN 6","Dublin 6","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","35 THE MILLS, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","36 GALTRIM GRANGE, MALAHIDE, DUBLIN","","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","41 The Avenue, Semple Wood, Donabate","","Dublin","€352,422.90","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","44 VENETIAN HALL, HOWTH RD, DUBLIN 5","Dublin 5","Dublin","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","48 ABBEYLEA AVE, SWORDS, DUBLIN","","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","5 FERNLEIGH GREEN, RIVERWOOD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","5 FLORAVILLE DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","50 CARLTON COURT, SWORDS, DUBLIN","","Dublin","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","53 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","6 THE COURT, DALCASSIAN DOWNS, GLASNEVIN","Dublin 11","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","67 SELSKAR RISE, TOWNPARKS, SKERRIES","","Dublin","€562,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","68 VILLA PARK AVE, OFF NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","6A CAMERON COURT, CORK ST, DUBLIN 8","Dublin 8","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","7 Hollywoodrath Close, Hollystown, Dublin 15","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","8 LATCHFORD PARK, CASTAHEANY, DUBLIN 15","Dublin 15","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","8 Meadowbank Lane, Millers Glen, Swords","","Dublin","€325,991.00","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","84 BARTON RD EAST, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","9 Aideen Place, Terenure, Dublin 6W","","Dublin","€528,590.30","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","9 COOPERS WOOD, KINSEALY, DUBLIN","","Dublin","€462,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2020","9 Meadowbank Mews, Millers Glen, Swords","","Dublin","€312,775.33","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","Apt. 31  Eustace Court, Cualanor, Upper Glenageary Road","","Dublin","€387,665.00","No","Yes","New Dwelling house /Apartment",""
"21/10/2020","THE LAURELS, 6 CENACLE GROVE, KILLINEY HILL RD","","Dublin","€1,500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","1 Hampton Wood Lawn, Hampton Wood, Finglas","Dublin 11","Dublin","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","1 OAKLANDS DRIVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€870,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","1 WILLIAM PLACE, OFF DORSET ST, DUBLIN 1","Dublin 1","Dublin","€254,116.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","10 Meadowbank Lane, Millers Glen, Swords","","Dublin","€335,846.18","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","10 RAHEEN RD, SPRINGFIELD ESTATE, TALLAGHT","Dublin 24","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","106 GAYBROOK LAWNS, MALAHIDE, DUBLIN","","Dublin","€730,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","11 SEAGRAVE COURT, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€125,708.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","119 CLUAINTE PHAIRCE NA, NGRAST, DUBLIN","Dublin 9","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","13 WOODFORD RISE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€353,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","131 THE WATERMILL, BETTYGLEN, RAHENY DUBLIN 5","Dublin 5","Dublin","€326,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","140 THE WATERMILL, BETTYGLEN, RAHENY DUBLIN 5","Dublin 5","Dublin","€39,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","15 THE WILLOW, ROCKFIELD, DUNDRUM","Dublin 16","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","16 TALBOT COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","17 Clairville Lodge, Malahide, Co. Dublin","","Dublin","€1,057,268.00","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","17 PINEBROOK LAWN, HUNTSTOWN, DUBLIN 15","Dublin 15","Dublin","€279,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","174 MCKEE AVE, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","18 KINGS COURT, PARNELL ST, DUBLIN 1","Dublin 1","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","19 ESKER MEADOW RISE, LUCAN, DUBLIN","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","19 KILDONAN AVE, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","1A CARPENTERSTOWN ROAD, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","2 Shackleton Manor, Shackleton Park, Lucan","","Dublin","€352,422.00","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","2 St Helen's Court, St Helen's, Adamstown","","Dublin","€281,928.26","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","2 White Pines Meadow, Stocking Avenue, Rathfarnham","Dublin 16","Dublin","€392,070.00","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","20 ANNESLEY PARK, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€807,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","21 MELVILLE RISE, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€128,300.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","219 GLENVARA PARK, KNOCKLYON, TEMPLEOGUE DUBLIN 16","Dublin 16","Dublin","€380,000.00","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","22 LOMBARD ST WEST, DUBLIN 8","Dublin 8","Dublin","€657,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","22 ST THOMAS RD, MOUNT MERRION, DUBLIN","","Dublin","€1,190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","224 WEDGEWOOD ESTATE, SANDYFORD, DUBLIN 16","","Dublin","€476,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","23 THE MILL RACE, MARTINS ROW, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€271,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","234 LE FANU RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","24 Castlechurch Park, Newcastle","","Dublin","€370,044.05","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","257A RICHMOND RD, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","26 DUN EMER PARK, LUSK, DUBLIN","","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","27 UPPER EDEN ROAD, SANDYCOVE, CO. DUBLIN","","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","31 BELLEVILLE, BLACKHORSE AVE, DUBLIN 7","Dublin 7","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","31 MELVILLE RISE, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€122,739.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","32 MELVILLE RISE, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€126,836.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","36 MELVILLE RISE, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€129,139.80","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","39 MALAHIDE ROAD, CLONTARF, DUBLLIN 3","","Dublin","€508,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","4 COMMONS RD, SHANKHILL, DUBLIN","Dublin 15","Dublin","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","4 HANLONS LANE, MALAHIDE, DUBLIN","","Dublin","€1,640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","4 RATHMORE PARK, RAHENY, DUBLIN 5","Dublin 5","Dublin","€427,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","4 ROEBUCK DR, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","42 RUGBY RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€617,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","48B BELMAYNE AVE, BELMAYNE, BALGRIFFIN","Dublin 13","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","5 BEULAH COURT, HARBOUR RD, DALKEY","","Dublin","€1,700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","5 KILLARNEY PARADE, NORTH CICULAR RD, DUBLIN 7","Dublin 7","Dublin","€392,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","5 ST MARKS GARDENS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€131,430.75","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","52 PARKSIDE CRESCENT, PARKSIDE, COUNTY DUBLIN","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","53 MELLOWES QUAY, USHER'S QUAY, DUBLIN 8","Dublin 8","Dublin","€175,440.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","53 THE ELMS, RIDGEWOOD, SWORDS","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","54 HAINAULT ROAD, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€1,020,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","55 SEAGRAVE WAY, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€127,687.59","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","57 MAPAS RD, DALKEY, DUBLIN","","Dublin","€725,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","59A BELMAYNE AVE, BELMAYNE, BALGRIFFIN","Dublin 13","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","60 INCHICORE RD, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€850,501.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","63 CIANLEA SWORDS, DUBLIN","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","68 MAIN ST, BELMAYNE, BALGRIFFIN","Dublin 13","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","68 SEAGRAVE DRIVE, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€123,788.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","69 SEAGRAVE DRIVE, MEAKSTOWN, FINGLAS","Dublin 11","Dublin","€123,039.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","7 The Court, Hazelbrook Square, Churchtown","Dublin 14","Dublin","€555,067.00","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","7 THE CRESCENT, GRIFFITH DOWNS, DRUMCONDRA DUBLIN 9","Dublin 9","Dublin","€572,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","74 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK","Dublin 15","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","8 The Crescent, St Marnocks Bay, Station Road","","Dublin","€546,255.77","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","8 WILLOW GROVE, CARRIGLEA DOWNS, DUN LAOGHAIRE","","Dublin","€461,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","89 AVONDALE PARK, RAHENY, DUBLIN 5","Dublin 5","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","9 BALFE RD EAST, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","9 FERNCOURT AVE, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","9 LIBRARY RD, DUN LAOGHAIRE, DUBLIN","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","9 MONALOE PARK RD, BLACKROCK, DUBLIN","","Dublin","€109,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","9 The Court, Carrickmines Manor, Glenamuck Road","Dublin 18","Dublin","€453,744.49","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","9 THE PINES, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","9 Unit Development at, Richmond Way  Clondalkin","Dublin 22","Dublin","€3,052,864.00","Yes","Yes","New Dwelling house /Apartment",""
"22/10/2020","93 CLONARD RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€183,820.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","AMSTEL LODGE, BALLYKEA, SKERRIES","","Dublin","€608,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","APARTMENT 15 BLOCK 1, IONA PROSPECT HILL, FINGLAS","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","Apartment 4, Whitebeam Hall, Clay Farm","Dublin 18","Dublin","€356,828.00","No","Yes","New Dwelling house /Apartment",""
"22/10/2020","APT 1 68 LOWER RATHMINES ROAD, DUBLIN 6","Dublin 6","Dublin","€705,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","APT 17 WATERSIDE WAY WATERSIDE, SWORDS RD MALAHIDE, DUBLIN","","Dublin","€244,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","FLAT 1, 1 AUGHRIM VILLAS, AUGHRIM STREET","Dublin 7","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2020","GF3 ADELAIDE SQ, WHITEFRIAR ST, DUBLIN 8","Dublin 8","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","1 HAMPTON WOOD PARK, HAMPTON WOOD, DUBLIN 11","Dublin 11","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","1 MILLRACE WALK THE MILLRACE, SAGGART, DUBLIN","Dublin 24","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","1 THE LAPWING, BARNAGEERAGH COVE, SKERRIES","","Dublin","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","10 Gandon Place, Gandon Park, Lucan","","Dublin","€339,207.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","104 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","108 THE ELMS, MOUNT MERRION AVE, BLACKROCK","","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","11 DODDER PARK RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","116 FOXROCK AVE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","12 Gandon Place, Gandon Park, Lucan","","Dublin","€330,396.46","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","12 GLENCAIRN COURT, LEOPARDSTOWN, DUBLIN 18","Dublin 18","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","12 Kingswood Mews, Kingswood, Tallaght","Dublin 24","Dublin","€389,868.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","12 Shackleton Lawns, Lucan","","Dublin","€317,180.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","122 ALLENDALE SQ, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€219,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","13 Bay Meadows Avenue, Bay Meadows, Hollystown","","Dublin","€308,370.04","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","13 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","14 Bay Meadows Avenue, Hollystown","Dublin 15","Dublin","€277,533.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","14 THORNVILLE RD, KILBARRACK, DUBLIN 5","Dublin 5","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","15 BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","16 Bay Meadows Avenue, Bay Meadows, Hollystown","","Dublin","€268,722.46","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","16 BAYVIEW AVENUE, NORTH STRAND, DUBLIN 3","Dublin 3","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","16 Carraig Bui, Johnstown Road, Cabinteely","","Dublin","€594,713.65","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","16 FARMHILL PARK, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","16 STEARNE HOUSE, PATRICK ST, CHRISTCHURCH DUBLIN 8","Dublin 8","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","17 HALLWELL PARK, HALLWELL, ADAMSTOWN","","Dublin","€333,761.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","17 Marine Walk, Dún Laoghaire","","Dublin","€748,899.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","17 NUTLEY RD, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€1,350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","179 DECIES RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","18 CLANCY RD, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","18 HILLCREST HEIGHTS, LUCAN, DUBLIN","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","18 Hollywoodrath Close, Hollywoodrath, Hollystown","","Dublin","€299,559.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","18 ST PATRICKS RD, DALKEY, DUBLIN","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","18 WATERLOO ROAD (UNIT 1 BASEMENT), BALLSBRIDGE, DUBLIN 4","","Dublin","€1,400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","19 LAKELANDS CLOSE, STILLORGAN","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","19HUNTERS WALK, HUNTERSWOOD, BALLYCULLEN DUBLIN 24","Dublin 24","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","2 ASHLEIGH LAWN, MALAHIDE, CO DUBLIN","","Dublin","€835,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","2 GEOFFREY KEATING RD, CIRCULAR RD SOUTH, DUBLIN 8","Dublin 8","Dublin","€402,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","2 MONKSFIELD LAWN, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€317,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","20 Gandon Place, Gandon Park, Lucan","","Dublin","€343,612.32","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","20 STOCKING WOOD HALL, RATHFARNHAM, DUBLIN 16","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","21 BALALLY HILL, DUNDRUM, DUBLIN 14","Dublin 16","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","214 GLASNEVIN AVENUE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","232 CHARLEMONT, GRIFFITH AVE, DUBLIN 9","Dublin 9","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","24 ASHBROOK, HOWTH RD, CLONTARF","Dublin 3","Dublin","€629,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","24 EATON SQ, TERENURE, DUBLIN 6W","","Dublin","€1,120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","24 INBHIR IDE, YELLOW WALLS, MALAHIDE","","Dublin","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","25 HILLCREST CLOSE, LUCAN, DUBLIN","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","25 LATCHFORD PARK, DUBLIN 15, CLONEE","Dublin 15","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","25 THORNLEIGH, RUSH, DUBLIN","","Dublin","€131,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","251 HOWTH RD, KILLESTER, DUBLIN 5","Dublin 5","Dublin","€516,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","26 CASTLEWOOD, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€208,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","26 DRUMMARTIN PARK, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","26 Shackleton Drive, Lucan","","Dublin","€361,233.00","No","Yes","New Dwelling house /Apartment",""
"23/10/2020","29 HUNTSTOWN RISE HUNTSTOWN, BLANCHARDSTOWN, DUBLIN","Dublin 15","Dublin","€306,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 DARTMOUTH TERRACE, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 JAMES PLUNKETT HOUSE, GRATTAN CRESCENT, INCHICORE","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 SARSFIELD ST, PHIBSBOROUGH, DUBLIN","Dublin 7","Dublin","€535,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 ST FINIANS GREEN, LUCAN, DUBLIN","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 ST JOHNS TERRACE, MOUNT BROWN, DUBLIN 8","Dublin 8","Dublin","€283,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 THE CRESCENT, CARRICKMINES MANOR, CARRICKMINES DUBLIN 18","Dublin 18","Dublin","€227,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","3 THORNBERRY DRIVE, BELMONT, AIKEN'S VILLAGE","","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","30 FERNLEIGH DR, CARPENTERSTOWN, CASTLEKNOCK","Dublin 15","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","34A MAIN ST, HOWTH, MAIN ST","Dublin 13","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","35 SEAFIELD RD, BLACKROCK, DUBLIN","","Dublin","€672,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","36 HIGHFIELD LAWNS, SWOEDS, DUBLIN","","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","37 KINGSMILL COURT, BOLTON ST, DUBLIN 1","Dublin 1","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/10/2020","37 WHITEHALL RD, TERENURE, DUBLIN 12","Dublin 12","Dublin","€648,000.00","No","No","Second-Hand Dwelling house /Apartment",""
